PeakID (cmd=annotatePeaks.pl Homer_mMET.txt mm8)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak4159	chr16	20338958	20340348	+	0	NA	intron (NM_013790, intron 1 of 29)	CpG	284	NM_013790	27416	Mm.20845	NM_013790	ENSMUSG00000022822	Abcc5	2900011L11Rik|AI132311|Abcc5a|Abcc5b|Mrp5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	protein-coding
Peak10958	chr9	35307909	35309757	+	0	NA	promoter-TSS (NM_013932)	promoter-TSS (NM_013932)	-304	NM_023292	67049	Mm.425574	NM_023292	ENSMUSG00000032103	Pus3	2610020J05Rik|5730412F04Rik	pseudouridine synthase 3	protein-coding
Peak10069	chr7	127154522	127155412	+	0	NA	Intergenic	CpG	12231	NM_175560	269997	Mm.221270	NM_175560	ENSMUSG00000054381	Zfp747	6430604K15Rik	zinc finger protein 747	protein-coding
Peak5462	chr19	7624398	7625844	+	0	NA	intron (NM_139269, intron 2 of 4)	intron (NM_139269, intron 2 of 4)	618	NM_139269	225845	Mm.274810	NM_139269	ENSMUSG00000060675	Pla2g16	C78643|HRSL3|Hrasls3|Hrev107|MLP-3	phospholipase A2, group XVI	protein-coding
Peak1588	chr11	62096911	62098306	+	0	NA	promoter-TSS (NM_028360)	promoter-TSS (NM_028360)	-18	NM_027198	69747	Mm.141150	NM_027198	ENSMUSG00000014243	Zswim7	2410012H22Rik	zinc finger SWIM-type containing 7	protein-coding
Peak2450	chr12	75235400	75236014	+	0	NA	Intergenic	Intergenic	19395	NM_198866	386753	Mm.341686	NM_198866	ENSMUSG00000029878	Dbpht2	Spot2	DNA binding protein with his-thr domain	protein-coding
Peak3147	chr14	6564257	6564994	+	0	NA	Intergenic	(CAG)n|Simple_repeat|Simple_repeat	-43741	NM_001081427	286940	Mm.489652	NM_134080	ENSMUSG00000025278	Flnb	AL024016|Fln-b	filamin, beta	protein-coding
Peak920	chr10	76012776	76014167	+	0	NA	exon (NM_029661, exon 4 of 4)	exon (NM_029661, exon 4 of 4)	-5893	NM_080845	14317	Mm.36278	NM_080845		Ftcd	-	formiminotransferase cyclodeaminase	protein-coding
Peak8731	chr5	148170325	148172269	+	0	NA	intron (NM_025624, intron 1 of 5)	CpG	320	NM_025624	66537	Mm.332855	NM_025624		Pomp	2510048O06Rik|Ump1	proteasome maturation protein	protein-coding
Peak9652	chr7	43429996	43431642	+	0	NA	intron (NM_001008549, intron 1 of 4)	intron (NM_001008549, intron 1 of 4)	407	NM_001008549	210104	Mm.333821	NM_001008549	ENSMUSG00000056592	Zfp658	-	zinc finger protein 658	protein-coding
Peak867	chr10	62732571	62735094	+	0	NA	intron (NM_019812, intron 1 of 8)	CpG	560	NM_019812	93759	Mm.351459	NM_019812	ENSMUSG00000020063	Sirt1	AA673258|SIR2L1|Sir2|Sir2a|Sir2alpha	sirtuin 1	protein-coding
Peak2786	chr13	33011633	33012522	+	0	NA	promoter-TSS (NM_009256)	promoter-TSS (NM_009256)	71	NM_009256	20723	Mm.245041	NM_009256	ENSMUSG00000045827	Serpinb9	BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 9	protein-coding
Peak7200	chr3	145875087	145876535	+	0	NA	intron (NM_025555, intron 1 of 2)	CpG	393	NM_025555	66421	Mm.25137	NM_025555		2410004B18Rik	4930572C24Rik	RIKEN cDNA 2410004B18 gene	protein-coding
Peak4478	chr17	15100666	15101881	+	0	NA	promoter-TSS (NM_024203)	promoter-TSS (NM_024203)	64	NM_024203	67544	Mm.35039	NM_024203	ENSMUSG00000014763	Fam120b	4932442K08Rik|AW049283|AW413338|CCPG|Pgcc1|mKIAA1838	family with sequence similarity 120, member B	protein-coding
Peak5732	chr19	56449846	56451567	+	0	NA	intron (NM_007611, intron 1 of 6)	CpG	327	NM_007611	12369	Mm.35687	NM_007611	ENSMUSG00000025076	Casp7	AI314680|CMH-1|ICE-IAP3|Mch3|caspase-7|mCASP-7	caspase 7	protein-coding
Peak2793	chr13	34349058	34353261	+	0	NA	intron (NM_001033167, intron 1 of 10)	intron (NM_001033167, intron 1 of 10)	1488	NM_001033167	73102	Mm.23932	NM_001033167	ENSMUSG00000038267	Slc22a23	3110004L20Rik	solute carrier family 22, member 23	protein-coding
Peak1985	chr11	100586106	100587406	+	0	NA	intron (NM_031871, intron 1 of 8)	intron (NM_031871, intron 1 of 8)	291	NM_031871	80860	Mm.37308	NM_031871	ENSMUSG00000017747	Ghdc	D11Lgp1e	GH3 domain containing	protein-coding
Peak10840	chr9	3403503	3404818	+	0	NA	promoter-TSS (NM_027545)	promoter-TSS (NM_027545)	75	NM_027545	244672	Mm.245482	NM_027545	ENSMUSG00000025898	Cwf19l2	3230401L03Rik|9030209E10	CWF19-like 2, cell cycle control (S. pombe)	protein-coding
Peak10213	chr8	3672064	3672634	+	0	NA	Intergenic	Intergenic	-4128	NM_025701	66682	Mm.29090	NM_025701		Trappc5	4021401A16Rik|TRS31	trafficking protein particle complex 5	protein-coding
Peak9277	chr6	133070616	133072173	+	0	NA	3' UTR (NM_001163445, exon 1 of 1)	3' UTR (NM_001163445, exon 1 of 1)	462	NR_073368	381820	Mm.291762	NM_001163445	ENSMUSG00000072704	Smim10l1	2700089E24Rik|AI662692	small integral membrane protein 10 like 1	protein-coding
Peak5151	chr18	36406343	36408519	+	0	NA	5' UTR (NM_008989, exon 1 of 2)	5' UTR (NM_008989, exon 1 of 2)	295	NM_008989	19290	Mm.231802	NM_008989		Pura	CAGER-1|Pur-alpha|ssCRE-BP	purine rich element binding protein A	protein-coding
Peak2079	chr11	106592997	106595921	+	0	NA	intron (NR_027785, intron 1 of 7)	intron (NR_027785, intron 1 of 7)	1146	NR_027785	50776	Mm.859	NM_015810	ENSMUSG00000020718	Polg2	-	polymerase (DNA directed), gamma 2, accessory subunit	protein-coding
Peak1363	chr11	21267083	21271702	+	0	NA	intron (NM_001290634, intron 1 of 9)	intron (NM_001290634, intron 1 of 9)	1240	NM_139297	216558	Mm.28877	NM_139297	ENSMUSG00000001891	Ugp2	UDPGP|UGPase	UDP-glucose pyrophosphorylase 2	protein-coding
Peak1086	chr10	87576354	87577274	+	0	NA	promoter-TSS (NM_027191)	promoter-TSS (NM_027191)	23	NM_027191	69736	Mm.222184	NM_027191	ENSMUSG00000035351	Nup37	2410003L22Rik|2810039M17Rik	nucleoporin 37	protein-coding
Peak8774	chr6	8158905	8160270	+	0	NA	intron (NM_145374, intron 1 of 11)	CpG	360	NM_145374	252875	Mm.257151	NM_145374	ENSMUSG00000042447	Mios	C81488	missing oocyte, meiosis regulator, homolog (Drosophila)	protein-coding
Peak3428	chr14	64297207	64298628	+	0	NA	Intergenic	CpG	-14869	NM_199029	380912	Mm.270087	NM_199029	ENSMUSG00000034522	Zfp395	BC053701|Gm910	zinc finger protein 395	protein-coding
Peak4015	chr15	102177980	102179391	+	0	NA	5' UTR (NM_153416, exon 1 of 16)	5' UTR (NM_153416, exon 1 of 16)	108	NM_153416	223921	Mm.352946	NM_153416	ENSMUSG00000036678	Aaas	AAA|ADRACALA|D030041N15Rik|GL003	achalasia, adrenocortical insufficiency, alacrimia	protein-coding
Peak8095	chr5	29765206	29766587	+	0	NA	exon (NM_001033457, exon 1 of 11)	exon (NM_001033457, exon 1 of 11)	442	NM_001033457	433864	Mm.262815	NM_001033457		Nom1	D5Kng1|Gm1040	nucleolar protein with MIF4G domain 1	protein-coding
Peak7157	chr3	132620247	132622278	+	0	NA	promoter-TSS (NM_001163455)	promoter-TSS (NM_001163455)	-77	NM_007926	13722	Mm.235137	NM_007926	ENSMUSG00000028029	Aimp1	9830137A06Rik|AIMP1/p43|EMAPII|Emap2|Scye1|p43	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	protein-coding
Peak1628	chr11	68937322	68940659	+	0	NA	exon (NM_033041, exon 4 of 4)	exon (NM_033041, exon 4 of 4)	2342	NM_033041	84653	Mm.98505	NM_033041		Hes7	bHLHb37	hairy and enhancer of split 7 (Drosophila)	protein-coding
Peak4238	chr16	32787266	32788482	+	0	NA	exon (NM_001200038, exon 1 of 20)	exon (NM_001200038, exon 1 of 20)	239	NM_001200038	100502698	Mm.327319	NM_172615	ENSMUSG00000035629	Rubcn	1700021K19Rik|5330403K09|Kiaa0226|Rubicon|mKIAA0226	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	protein-coding
Peak3246	chr14	30263015	30265837	+	0	NA	intron (NM_011894, intron 1 of 8)	CpG	616	NM_011894	24056	Mm.383198	NM_011894	ENSMUSG00000021892	Sh3bp5	AI606498|SH3BP-5|Sab	SH3-domain binding protein 5 (BTK-associated)	protein-coding
Peak2393	chr12	59929188	59932100	+	0	NA	promoter-TSS (NM_009147)	promoter-TSS (NM_009147)	-615	NM_009147	20334	Mm.491137	NM_009147	ENSMUSG00000020986	Sec23a	Msec23|Sec23r	SEC23 homolog A, COPII coat complex component	protein-coding
Peak3198	chr14	20287312	20290230	+	0	NA	intron (NM_017479, intron 1 of 16)	CpG	434	NM_017479	54169	Mm.248967	NM_017479	ENSMUSG00000021767	Kat6b	AI507552|B130044K16Rik|MYST-4|Morf|Myst4|mKIAA0383|qkf|querkopf	K(lysine) acetyltransferase 6B	protein-coding
Peak3583	chr15	25877496	25880038	+	0	NA	intron (NM_001277318, intron 1 of 6)	intron (NM_001277318, intron 1 of 6)	490	NM_001277318	66270	Mm.25311	NM_025459	ENSMUSG00000022270	Fam134b	1810015C04Rik|AU015349	family with sequence similarity 134, member B	protein-coding
Peak1661	chr11	69908523	69910583	+	0	NA	intron (NM_001313926, intron 2 of 8)	MTC|LTR|MaLR	714	NM_001313927	11890	Mm.1357	NM_007493	ENSMUSG00000040963	Asgr2	ASGPR2|Asgr|Asgr-2|HL-2	asialoglycoprotein receptor 2	protein-coding
Peak9492	chr7	24927008	24930780	+	0	NA	promoter-TSS (NM_207677)	promoter-TSS (NM_207677)	-275	NM_207677	67379	Mm.280594	NM_026117	ENSMUSG00000054499	Dedd2	2410050E11Rik|FLAME-3	death effector domain-containing DNA binding protein 2	protein-coding
Peak9352	chr7	4047916	4049158	+	0	NA	exon (NM_175372, exon 1 of 7)	exon (NM_175372, exon 1 of 7)	207	NM_175372	108841	Mm.413106	NM_175372	ENSMUSG00000008435	Rdh13	8430425D21Rik	retinol dehydrogenase 13 (all-trans and 9-cis)	protein-coding
Peak9270	chr6	128808101	128809596	+	0	NA	Intergenic	CpG	-16914	NM_030599	80782	Mm.6180	NM_030599	ENSMUSG00000079298	Klrb1b	Klrb1d|Ly55b|Ly55d|NKR-P1B|NKR-P1D|Nkrp1-b|Nkrp1d	killer cell lectin-like receptor subfamily B member 1B	protein-coding
Peak459	chr1	158509655	158511539	+	0	NA	intron (NM_023141, intron 1 of 5)	intron (NM_023141, intron 1 of 5)	419	NM_023141	30935	Mm.206737	NM_023141	ENSMUSG00000060519	Tor3a	Adir	torsin family 3, member A	protein-coding
Peak1331	chr11	8563402	8564942	+	0	NA	intron (NM_001083587, intron 1 of 30)	CpG	366	NM_001083587	319939	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding
Peak2434	chr12	72988684	72989844	+	0	NA	exon (NM_181752, exon 1 of 1)	exon (NM_181752, exon 1 of 1)	311	NM_181752	238252	Mm.390508	NM_181752	ENSMUSG00000043398	Gpr135	PAFR	G protein-coupled receptor 135	protein-coding
Peak10612	chr8	97555294	97556523	+	0	NA	promoter-TSS (NM_024269)	promoter-TSS (NM_024269)	179	NM_024191	107566	Mm.393247	NM_024191	ENSMUSG00000031776	Arl2bp	1700010P10Rik|1700027H16Rik|6330544B05Rik|AI482273|AI849834|BART|Bart1	ADP-ribosylation factor-like 2 binding protein	protein-coding
Peak8975	chr6	71072776	71074129	+	0	NA	intron (NM_178413, intron 1 of 9)	CpG	507	NM_001033929	232078	Mm.37547	NM_178413	ENSMUSG00000054474	Thnsl2	BC051244|TSH2	threonine synthase-like 2 (bacterial)	protein-coding
Peak7277	chr4	19501658	19504037	+	0	NA	intron (NM_025476, intron 1 of 9)	B1F|SINE|Alu	634	NM_025476	66302	Mm.440686	NM_025476	ENSMUSG00000028229	Rmdn1	Fam82b|RMD-1	regulator of microtubule dynamics 1	protein-coding
Peak10195	chr7	144278610	144280547	+	0	NA	intron (NM_007803, intron 1 of 17)	intron (NM_007803, intron 1 of 17)	747	NM_007803	13043	Mm.205601	NM_007803	ENSMUSG00000031078	Cttn	1110020L01Rik|Ems1	cortactin	protein-coding
Peak4838	chr17	46352263	46355297	+	0	NA	promoter-TSS (NM_178385)	promoter-TSS (NM_178385)	-32	NM_178385	72726	Mm.33780	NM_178385	ENSMUSG00000036430	Tbcc	2810055C19Rik	tubulin-specific chaperone C	protein-coding
Peak580	chr1	182167191	182171367	+	0	NA	exon (NM_001081175, exon 2 of 8)	exon (NM_001081175, exon 2 of 8)	-2055	NR_003623	277333	Mm.389223	NM_199472		Gm5069	EG277333	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
Peak3469	chr14	71864183	71865921	+	0	NA	Intergenic	Lx6|LINE|L1	-11256	NM_001170694	105670	Mm.280068	NM_134083	ENSMUSG00000022106	Rcbtb2	2610028E02Rik|2810420M18Rik|AI448345|AW240694|Chc1l|RC/BTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	protein-coding
Peak2653	chr12	113092049	113093475	+	0	NA	5' UTR (NM_001161737, exon 1 of 3)	5' UTR (NM_001161737, exon 1 of 3)	126	NM_013929	30954	Mm.289812	NM_013929	ENSMUSG00000064326	Siva1	CD27bp|Siva	SIVA1, apoptosis-inducing factor	protein-coding
Peak3247	chr14	30323203	30325342	+	0	NA	promoter-TSS (NM_025907)	promoter-TSS (NM_025907)	184	NM_028932	74427	Mm.491208	NM_028932	ENSMUSG00000021890	Eaf1	4933403C17Rik|AI666536	ELL associated factor 1	protein-coding
Peak2978	chr13	68024335	68025814	+	0	NA	intron (NM_133228, intron 1 of 3)	intron (NM_133228, intron 1 of 3)	259	NM_133228	170763	Mm.491205	NM_133228	ENSMUSG00000097333	Zfp87	2210039O17Rik|4631412O18Rik|KRAB4|Mzf22|Zfp72	zinc finger protein 87	protein-coding
Peak5255	chr18	65227021	65228593	+	0	NA	intron (NM_001114386, intron 5 of 30)	intron (NM_001114386, intron 5 of 30)	78911	NM_031881	83814	Mm.98668	NM_031881	ENSMUSG00000024589	Nedd4l	1300012C07Rik|Nedd4-2|Nedd4b	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein-coding
Peak3274	chr14	40059617	40063330	+	0	NA	intron (NM_010775, intron 1 of 4)	intron (NM_010775, intron 1 of 4)	1304	NM_010775	17194	Mm.281805	NM_010775	ENSMUSG00000037780	Mbl1	MBL-A|MBP-A|S-MBP	mannose-binding lectin (protein A) 1	protein-coding
Peak4416	chr16	96249962	96250901	+	0	NA	exon (NM_207301, exon 1 of 5)	exon (NM_207301, exon 1 of 5)	102	NM_207301	71446	Mm.255063	NM_207301	ENSMUSG00000023147	Wrb	5530402J05Rik|C030018G21Rik|Chd5	tryptophan rich basic protein	protein-coding
Peak4385	chr16	91373265	91374980	+	0	NA	promoter-TSS (NM_010508)	promoter-TSS (NM_010508)	48	NM_010508	15975	Mm.502	NM_010508	ENSMUSG00000022967	Ifnar1	CD118|Ifar|Ifnar|Ifrc|Infar	interferon (alpha and beta) receptor 1	protein-coding
Peak9070	chr6	88049781	88051084	+	0	NA	exon (NM_133933, exon 1 of 10)	exon (NM_133933, exon 1 of 10)	318	NM_133933	103963	Mm.188544	NM_133933	ENSMUSG00000030062	Rpn1	AU018702|D6Wsu137e|Rpn-1	ribophorin I	protein-coding
Peak9684	chr7	44991425	44993049	+	0	NA	intron (NM_013725, intron 1 of 4)	CpG	194	NM_013725	27207	Mm.196538	NM_013725	ENSMUSG00000003429	Rps11	-	ribosomal protein S11	protein-coding
Peak145	chr1	57974303	57976588	+	0	NA	intron (NM_009676, intron 1 of 34)	intron (NM_009676, intron 1 of 34)	930	NM_009676	11761	Mm.26787	NM_009676	ENSMUSG00000063558	Aox1	AI196512|AI255253|Ao|Aox-1|Aox-2|Aox2|Moro|Ro	aldehyde oxidase 1	protein-coding
Peak8205	chr5	53029638	53031290	+	0	NA	intron (NM_025951, intron 1 of 9)	intron (NM_025951, intron 1 of 9)	642	NM_025951	67073	Mm.248647	NM_025951	ENSMUSG00000029186	Pi4k2b	2610042N09Rik|4933409G22Rik	phosphatidylinositol 4-kinase type 2 beta	protein-coding
Peak9920	chr7	102121773	102124880	+	0	NA	intron (NM_019566, intron 1 of 1)	intron (NM_019566, intron 1 of 1)	613	NM_019566	56212	Mm.259795	NM_019566	ENSMUSG00000073982	Rhog	2810426G09Rik|Arhg|Sid10750	ras homolog gene family, member G	protein-coding
Peak2807	chr13	37832873	37835749	+	0	NA	promoter-TSS (NM_001177868)	promoter-TSS (NM_001177868)	-67	NM_001177868	68750	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding
Peak10206	chr8	3466530	3468395	+	0	NA	intron (NM_026951, intron 1 of 4)	intron (NM_026951, intron 1 of 4)	186	NM_026951	69129	Mm.45279	NM_026951	ENSMUSG00000069633	Pex11g	1810022F11Rik|1810049N02Rik|Pex11c|Pex11gamma	peroxisomal biogenesis factor 11 gamma	protein-coding
Peak11782	chrX	159301671	159303476	+	0	NA	5' UTR (NM_009453, exon 1 of 11)	5' UTR (NM_009453, exon 1 of 11)	198	NM_009453	22184	Mm.426178	NM_009453	ENSMUSG00000031370	Zrsr2	35kDa|5031411E02Rik|A230052C13Rik|C77286|U2af1-rs2|URP	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2	protein-coding
Peak11229	chr9	83237134	83238297	+	0	NA	5' UTR (NM_027448, exon 1 of 8)	5' UTR (NM_027448, exon 1 of 8)	102	NM_027448	75782	Mm.199698	NM_027448	ENSMUSG00000032258	Lca5	4930431B11Rik|5730406O13Rik|AV274874|ORF64	Leber congenital amaurosis 5 (human)	protein-coding
Peak5695	chr19	46450145	46451098	+	0	NA	intron (NM_015752, intron 1 of 11)	CpG	414	NM_015752	24069	Mm.41210	NM_015752	ENSMUSG00000025231	Sufu	Su(fu)	suppressor of fused homolog (Drosophila)	protein-coding
Peak8526	chr5	124371665	124374136	+	0	NA	promoter-TSS (NM_025671)	promoter-TSS (NM_025671)	-56	NM_025671	66627	Mm.7050	NM_025671	ENSMUSG00000023707	Ogfod2	1300006G11Rik|5730405M13Rik|AU041636|AW552395	2-oxoglutarate and iron-dependent oxygenase domain containing 2	protein-coding
Peak149	chr1	58389282	58390770	+	0	NA	promoter-TSS (NM_027351)	promoter-TSS (NM_027351)	6	NM_027374	70225	Mm.340195	NM_027351	ENSMUSG00000026035	Ppil3	2310076N22Rik|2510026K04Rik|Cyp10l	peptidylprolyl isomerase (cyclophilin)-like 3	protein-coding
Peak3874	chr15	84864246	84865688	+	0	NA	5' UTR (NM_133750, exon 1 of 9)	5' UTR (NM_133750, exon 1 of 9)	139	NM_133750	73225	Mm.247535	NM_133750	ENSMUSG00000022434	Fam118a	-	family with sequence similarity 118, member A	protein-coding
Peak8145	chr5	34098659	34100265	+	0	NA	promoter-TSS (NM_019694)	promoter-TSS (NM_019694)	99	NM_019694	56384	Mm.260538	NM_019694		Letm1	-	leucine zipper-EF-hand containing transmembrane protein 1	protein-coding
Peak9519	chr7	27188319	27190839	+	0	NA	Intergenic	L2|LINE|L2	-6134	NM_018820	55942	Mm.153684	NM_018820	ENSMUSG00000008384	Sertad1	1110032C13Rik|AV000455|AW456625|Sei-1|Sei1|TRIP-Br1	SERTA domain containing 1	protein-coding
Peak610	chr1	186581798	186584103	+	0	NA	intron (NM_178692, intron 1 of 1)	intron (NM_178692, intron 1 of 1)	874	NM_178692	226777	Mm.169542	NM_178692	ENSMUSG00000039349	C130074G19Rik	-	RIKEN cDNA C130074G19 gene	protein-coding
Peak4865	chr17	55471106	55472749	+	0	NA	intron (NM_144546, intron 1 of 3)	CpG	161	NM_144546	104349	Mm.460659	NM_144546	ENSMUSG00000057835	Zfp119a	AL024077|Mzf13|Zfp119	zinc finger protein 119a	protein-coding
Peak10856	chr9	14130630	14131982	+	0	NA	exon (NM_028013, exon 1 of 2)	exon (NM_028013, exon 1 of 2)	333	NM_028013	71946	Mm.41423	NM_028013	ENSMUSG00000037419	Endod1	2210414F18Rik|2310067E08Rik|C85344	endonuclease domain containing 1	protein-coding
Peak10226	chr8	8447101	8447268	+	0	NA	Intergenic	(CAGAG)n|Simple_repeat|Simple_repeat	213561	NM_010111	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
Peak7971	chr4	151168813	151170879	+	0	NA	intron (NR_102291, intron 1 of 4)	CpG	320	NR_102291	19934	Mm.307846	NM_009079	ENSMUSG00000028936	Rpl22	2700038K18Rik	ribosomal protein L22	protein-coding
Peak5147	chr18	35896939	35898741	+	0	NA	5' UTR (NM_019912, exon 1 of 7)	5' UTR (NM_019912, exon 1 of 7)	307	NM_019912	56550	Mm.180052	NM_019912	ENSMUSG00000091896	Ube2d2a	1500034D03Rik|Ubc2e|Ube2d2|ubc4	ubiquitin-conjugating enzyme E2D 2A	protein-coding
Peak1635	chr11	69210646	69213107	+	0	NA	promoter-TSS (NM_001045525)	promoter-TSS (NM_001045525)	-110	NM_030083	78304	Mm.45683	NM_030083		Naa38	1500034E06Rik|Lsmd1	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	protein-coding
Peak5751	chr19	60928345	60929624	+	0	NA	intron (NM_007452, intron 1 of 6)	intron (NM_007452, intron 1 of 6)	217	NM_007452	11757	Mm.29821	NM_007452	ENSMUSG00000024997	Prdx3	AW822249|Aop1|D0Tohi1|Ef2l|Mer5|Prx3|SP22|TDXM	peroxiredoxin 3	protein-coding
Peak3865	chr15	83390611	83392521	+	0	NA	intron (NM_009775, intron 1 of 3)	intron (NM_009775, intron 1 of 3)	227	NM_009775	12257	Mm.1508	NM_009775	ENSMUSG00000041736	Tspo	Bzrp|IBP|PBR|Tspo1	translocator protein	protein-coding
Peak45	chr1	24053425	24055243	+	0	NA	intron (NM_026604, intron 1 of 20)	CpG	282	NM_026604	68187	Mm.87130	NM_026604	ENSMUSG00000026153	Fam135a	4921533L14Rik|AI256732|AI835491	family with sequence similarity 135, member A	protein-coding
Peak10767	chr8	123993384	123994724	+	0	NA	intron (NM_001166482, intron 1 of 8)	CpG	302	NM_172761	234814	Mm.31690	NM_172761	ENSMUSG00000031816	Mthfsd	AW049977|BC052066|C920004D05	methenyltetrahydrofolate synthetase domain containing	protein-coding
Peak9409	chr7	12178221	12179743	+	0	NA	promoter-TSS (NM_177312)	promoter-TSS (NM_177312)	-23	NM_010715	16881	Mm.288179	NM_010715	ENSMUSG00000056394	Lig1	AL033288|LigI	ligase I, DNA, ATP-dependent	protein-coding
Peak1401	chr11	31570461	31572457	+	0	NA	intron (NM_001024919, intron 1 of 3)	CpG	403	NM_001024919	69556	Mm.34183	NM_001024919	ENSMUSG00000044502	Bod1	2310022M17Rik|BOD2.1|Fam44b	biorientation of chromosomes in cell division 1	protein-coding
Peak2971	chr13	67859073	67860005	+	0	NA	intron (NM_001038651, intron 1 of 3)	intron (NM_001038651, intron 1 of 3)	130	NM_001038651	629016	Mm.440800	NM_001038651	ENSMUSG00000098905	Zfp953	E130120F12Rik	zinc finger protein 953	protein-coding
Peak10461	chr8	74307408	74312970	+	0	NA	exon (NM_010150, exon 1 of 4)	exon (NM_010150, exon 1 of 4)	752	NM_010150	13864	Mm.28989	NM_010150	ENSMUSG00000002393	Nr2f6	AV090102|COUP-TF3|EAR2|Erbal2	nuclear receptor subfamily 2, group F, member 6	protein-coding
Peak5276	chr18	69717617	69720016	+	0	NA	intron (NM_013685, intron 8 of 19)	intron (NM_013685, intron 8 of 19)	247726	NM_001083967	21413	Mm.4269	NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding
Peak2248	chr12	3234857	3236289	+	0	NA	promoter-TSS (NR_015551)	promoter-TSS (NR_015551)	-218	NR_015551	74173	Mm.309774	NM_028796	ENSMUSG00000079179	Rab10os	1700012B15Rik|1810036A22Rik	RAB10, member RAS oncogene family, opposite strand	ncRNA
Peak9435	chr7	18050903	18051602	+	0	NA	intron (NM_001033314, intron 9 of 13)	intron (NM_001033314, intron 9 of 13)	8040	NM_009402	21946	Mm.21855	NM_009402	ENSMUSG00000030413	Pglyrp1	PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l	peptidoglycan recognition protein 1	protein-coding
Peak2448	chr12	74826119	74828414	+	0	NA	intron (NM_010431, intron 1 of 14)	CpG	561	NM_001313919	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF-1-alpha|HIF1-alpha|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding
Peak4482	chr17	15408355	15411554	+	0	NA	5' UTR (NM_007690, exon 1 of 36)	5' UTR (NM_007690, exon 1 of 36)	297	NM_007690	12648	Mm.8137	NM_007690	ENSMUSG00000023852	Chd1	4930525N21Rik|AI851787|AW555109	chromodomain helicase DNA binding protein 1	protein-coding
Peak6777	chr3	52189316	52193520	+	0	NA	intron (NM_001004176, intron 1 of 4)	CpG	1517	NM_001004176	433586	Mm.234972	NM_001004176	ENSMUSG00000061143	Maml3	AV234550|BC049812|Mam-2|mKIAA1816	mastermind like 3 (Drosophila)	protein-coding
Peak1718	chr11	75302946	75304259	+	0	NA	intron (NM_138659, intron 1 of 41)	intron (NM_138659, intron 1 of 41)	630	NM_138659	192159	Mm.3757	NM_138659	ENSMUSG00000020850	Prpf8	AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l	pre-mRNA processing factor 8	protein-coding
