PeakID (cmd=annotatePeaks.pl .Homer.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3657	chr13	111564309	111568957	+	0	NA	intron (NR_104587, intron 1 of 6)	CpG	821	NM_017664	55608	Hs.525163	NM_017664	ENSG00000088448	ANKRD10	-	ankyrin repeat domain 10	protein-coding
3658	chr13	111719150	111720361	+	0	NA	Intergenic	CpG	-28430	NR_120415	101927802	Hs.559193	NR_120415		LINC00368	-	long intergenic non-protein coding RNA 368	ncRNA
3659	chr13	111804934	111807344	+	0	NA	promoter-TSS (NR_120398)	promoter-TSS (NR_120398)	78	NM_003899	8874	Hs.508738	NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
3660	chr13	113240949	113243229	+	0	NA	intron (NM_006322, intron 1 of 21)	C-rich|Low_complexity|Low_complexity	410	NM_006322	10426	Hs.224152	NM_006322	ENSG00000126216	TUBGCP3	104p|GCP3|Grip104|SPBC98|Spc98|Spc98p	tubulin, gamma complex associated protein 3	protein-coding
3661	chr13	113294947	113295277	+	0	NA	Intergenic	Intergenic	-6246	NM_207440	400165	Hs.591213	NM_207440		ATP11AUN	C13orf35|SMABLO1	ATP11A upstream neighbor	protein-coding
3662	chr13	113343620	113346343	+	0	NA	intron (NM_015205, intron 1 of 29)	CpG	338	NM_032189	23250	Hs.29189	NM_015205	ENSG00000068650	ATP11A	ATPIH|ATPIS	ATPase, class VI, type 11A	protein-coding
3663	chr13	113548131	113549984	+	0	NA	Intergenic	CpG	73895	NR_034002	100289410	Hs.667436	NR_034002		MCF2L-AS1	-	MCF2L antisense RNA 1	ncRNA
3664	chr13	113597226	113598754	+	0	NA	Intergenic	CpG	24962	NR_034002	100289410	Hs.667436	NR_034002		MCF2L-AS1	-	MCF2L antisense RNA 1	ncRNA
3665	chr13	113622572	113624557	+	0	NA	promoter-TSS (NM_001112732)	promoter-TSS (NM_001112732)	29	NM_001112732	23263	Hs.170422	NM_024979	ENSG00000126217	MCF2L	ARHGEF14|DBS|OST	MCF.2 cell line derived transforming sequence like	protein-coding
3666	chr13	113861496	113865371	+	0	NA	promoter-TSS (NM_001008895)	promoter-TSS (NM_001008895)	347	NM_003589	8451	Hs.339735	NM_003589	ENSG00000139842	CUL4A	-	cullin 4A	protein-coding
3667	chr13	113950614	113953358	+	0	NA	intron (NM_005561, intron 1 of 8)	CpG	517	NM_005561	3916	Hs.494419	NM_005561	ENSG00000185896	LAMP1	CD107a|LAMPA|LGP120	lysosomal-associated membrane protein 1	protein-coding
3668	chr13	114017015	114019131	+	0	NA	intron (NM_001286732, intron 2 of 6)	CpG	390	NM_024719	79774	Hs.745043	NM_024719	ENSG00000139835	GRTP1	TBC1D6	growth hormone regulated TBC protein 1	protein-coding
3669	chr13	114047519	114048780	+	0	NA	Intergenic	Intergenic	20559	NM_001304433	101928841	Hs.646609	NM_001003399		LOC101928841	-	collagen alpha-1(II) chain-like	protein-coding
3670	chr13	114102113	114104746	+	0	NA	promoter-TSS (NM_199162)	promoter-TSS (NM_199162)	28	NM_199162	113622	Hs.98669	NM_138430	ENSG00000153531	ADPRHL1	ARH2	ADP-ribosylhydrolase like 1	protein-coding
3671	chr13	114143461	114147962	+	0	NA	promoter-TSS (NM_001014283)	promoter-TSS (NM_001014283)	403	NM_017905	55002	Hs.317593	NM_017905	ENSG00000150403	TMCO3	C13orf11	transmembrane and coiled-coil domains 3	protein-coding
3672	chr13	114238405	114240709	+	0	NA	intron (NM_007111, intron 1 of 11)	GC_rich|Low_complexity|Low_complexity	501	NM_007111	7027	Hs.79353	NM_007111	ENSG00000198176	TFDP1	DP1|DRTF1|Dp-1	transcription factor Dp-1	protein-coding
3673	chr13	114461686	114462970	+	0	NA	intron (NM_182614, intron 1 of 8)	CpG	112	NM_182614	348013	Hs.280805	NM_182614		TMEM255B	FAM70B	transmembrane protein 255B	protein-coding
3674	chr13	114517981	114520103	+	0	NA	intron (NR_044995, intron 1 of 4)	intron (NR_044995, intron 1 of 4)	459	NR_044995	650669	Hs.369201	NM_001039799		GAS6-AS1	-	GAS6 antisense RNA 1	ncRNA
3675	chr13	114565199	114568079	+	0	NA	promoter-TSS (NR_044993)	promoter-TSS (NR_044993)	437	NM_000820	2621	Hs.646346	NM_000820	ENSG00000183087	GAS6	AXLLG|AXSF	growth arrest-specific 6	protein-coding
3676	chr13	114829114	114831545	+	0	NA	intron (NM_007368, intron 2 of 23)	intron (NM_007368, intron 2 of 23)	67766	NM_007368	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
3677	chr13	114894050	114894656	+	0	NA	intron (NM_007368, intron 1 of 23)	intron (NM_007368, intron 1 of 23)	3742	NM_007368	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
3678	chr13	114896116	114898592	+	0	NA	intron (NM_007368, intron 1 of 23)	(CA)n|Simple_repeat|Simple_repeat	741	NM_007368	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
3679	chr13	115000021	115001705	+	0	NA	intron (NM_003903, intron 1 of 18)	CpG	501	NM_001078645	8881	Hs.374127	NM_003903	ENSG00000130177	CDC16	ANAPC6|APC6|CUT9	cell division cycle 16	protein-coding
3680	chr13	115045991	115049184	+	0	NA	exon (NM_080687, exon 2 of 9)	exon (NM_080687, exon 2 of 9)	528	NM_023011	65110	Hs.533855	NM_023011	ENSG00000169062	UPF3A	HUPF3A|RENT3A|UPF3	UPF3 regulator of nonsense transcripts homolog A (yeast)	protein-coding
3681	chr13	115078557	115081297	+	0	NA	promoter-TSS (NM_001164144)	promoter-TSS (NM_001164144)	-38	NM_001164145	283489	Hs.7542	NM_032436	ENSG00000198824	CHAMP1	C13orf8|CAMP|CHAMP|ZNF828	chromosome alignment maintaining phosphoprotein 1	protein-coding
3682	chr14	20773286	20774388	+	0	NA	intron (NM_138376, intron 1 of 9)	intron (NM_138376, intron 1 of 9)	316	NM_138376	91875	Hs.98553	NM_138376		TTC5	Strap	tetratricopeptide repeat domain 5	protein-coding
3683	chr14	20799960	20802012	+	0	NA	intron (NM_182852, intron 1 of 7)	intron (NM_182852, intron 1 of 7)	485	NM_021178	57820	Hs.107003	NM_021178	ENSG00000100814	CCNB1IP1	C14orf18|HEI10	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase	protein-coding
3684	chr14	20810144	20812994	+	0	NA	promoter-TSS (NM_001042618)	promoter-TSS (NM_001042618)	1	NR_002312	85495	Hs.613102	NR_002312	ENSG00000277209	RPPH1	H1RNA|RPPH1-1	ribonuclease P RNA component H1	ncRNA
3685	chr14	20880463	20882378	+	0	NA	intron (NM_007110, intron 1 of 54)	intron (NM_007110, intron 1 of 54)	159	NM_007110	7011	Hs.508835	NM_007110	ENSG00000129566	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	telomerase-associated protein 1	protein-coding
3686	chr14	20921743	20924881	+	0	NA	promoter-TSS (NM_001641)	promoter-TSS (NM_001641)	22	NM_001641	328	Hs.73722	NM_001641	ENSG00000100823	APEX1	APE|APE1|APEN|APEX|APX|HAP1|REF1	APEX nuclease (multifunctional DNA repair enzyme) 1	protein-coding
3687	chr14	20928430	20930435	+	0	NA	exon (NM_144568, exon 1 of 7)	exon (NM_144568, exon 1 of 7)	339	NM_144568	90809	Hs.7001	NM_144568	ENSG00000165782	TMEM55B	C14orf9	transmembrane protein 55B	protein-coding
3688	chr14	20937138	20939346	+	0	NA	intron (NM_000270, intron 1 of 5)	intron (NM_000270, intron 1 of 5)	704	NM_000270	4860	Hs.75514	NM_000270		PNP	NP|PRO1837|PUNP	purine nucleoside phosphorylase	protein-coding
3689	chr14	21077699	21078669	+	0	NA	Intergenic	Intergenic	-19202	NM_001024822	493901	Hs.729466	NM_001024822	ENSG00000258436	RNASE12	HEL-S-85p|RAI1	ribonuclease, RNase A family, 12 (non-active)	protein-coding
3690	chr14	21082079	21082679	+	0	NA	Intergenic	Intergenic	-23397	NM_001024822	493901	Hs.729466	NM_001024822	ENSG00000258436	RNASE12	HEL-S-85p|RAI1	ribonuclease, RNase A family, 12 (non-active)	protein-coding
3691	chr14	21131457	21132142	+	0	NA	Intergenic	Intergenic	-20537	NM_001145	283	Hs.283749	NM_001145	ENSG00000214274	ANG	ALS9|HEL168|RAA1|RNASE4|RNASE5	angiogenin, ribonuclease, RNase A family, 5	protein-coding
3692	chr14	21149032	21153842	+	0	NA	promoter-TSS (NM_001145)	promoter-TSS (NM_001145)	-899	NM_001145	283	Hs.283749	NM_001145	ENSG00000214274	ANG	ALS9|HEL168|RAA1|RNASE4|RNASE5	angiogenin, ribonuclease, RNase A family, 5	protein-coding
3693	chr14	21294692	21296601	+	0	NA	Intergenic	HERVIP10FH-int|LTR|ERV1	-24610	NM_198234	6035	Hs.78224	NM_002933	ENSG00000129538	RNASE1	RAC1|RIB1|RNS1	ribonuclease, RNase A family, 1 (pancreatic)	protein-coding
3694	chr14	21438977	21440174	+	0	NA	Intergenic	Intergenic	15945	NM_002934	6036	Hs.728	NM_002934	ENSG00000169385	RNASE2	EDN|RAF3|RNS2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	protein-coding
3695	chr14	21457328	21459549	+	0	NA	exon (NM_001029991, exon 2 of 13)	exon (NM_001029991, exon 2 of 13)	473	NM_001029991	64745	Hs.512693	NM_022734	ENSG00000165792	METTL17	METT11D1	methyltransferase like 17	protein-coding
3696	chr14	21492315	21493688	+	0	NA	5' UTR (NM_001282214, exon 1 of 16)	5' UTR (NM_001282214, exon 1 of 16)	184	NM_001282214	57447	Hs.525205	NM_016250	ENSG00000165795	NDRG2	SYLD	NDRG family member 2	protein-coding
3697	chr14	21537665	21539541	+	0	NA	intron (NM_001278529, intron 1 of 23)	CpG	184	NM_001278529	55701	Hs.35125	NM_018071	ENSG00000165801	ARHGEF40	SOLO	Rho guanine nucleotide exchange factor (GEF) 40	protein-coding
3698	chr14	21566038	21567622	+	0	NA	promoter-TSS (NM_001146683)	promoter-TSS (NM_001146683)	-22	NM_016423	51222	Hs.250493	NM_016423	ENSG00000165804	ZNF219	ZFP219	zinc finger protein 219	protein-coding
3699	chr14	21570719	21573301	+	0	NA	TTS (NM_001146683)	TTS (NM_001146683)	853	NM_001102454	51222	Hs.250493	NM_016423	ENSG00000165804	ZNF219	ZFP219	zinc finger protein 219	protein-coding
3700	chr14	21735698	21738453	+	0	NA	intron (NM_031314, intron 1 of 8)	intron (NM_031314, intron 1 of 8)	563	NM_004500	3183	Hs.508848	NM_004500	ENSG00000092199	HNRNPC	C1|C2|HNRNP|HNRPC|SNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	protein-coding
3701	chr14	21850444	21853105	+	0	NA	intron (NM_007192, intron 1 of 25)	CpG	651	NM_007192	11198	Hs.213724	NM_007192	ENSG00000092201	SUPT16H	CDC68|FACTP140|SPT16|SPT16/CDC68	SPT16 homolog, facilitates chromatin remodeling subunit	protein-coding
3702	chr14	21904425	21906207	+	0	NA	intron (NM_020920, intron 1 of 37)	intron (NM_020920, intron 1 of 37)	141	NM_020920	57680	Hs.530698	NM_020920	ENSG00000100888	CHD8	AUTS18|HELSNF1	chromodomain helicase DNA binding protein 8	protein-coding
3703	chr14	21922550	21925507	+	0	NA	Intergenic	Intergenic	-18571	NM_020920	57680	Hs.530698	NM_020920	ENSG00000100888	CHD8	AUTS18|HELSNF1	chromodomain helicase DNA binding protein 8	protein-coding
3704	chr14	21943731	21946589	+	0	NA	promoter-TSS (NM_014828)	promoter-TSS (NM_014828)	-28	NR_028074	84932	Hs.22399	NM_032846	ENSG00000129472	RAB2B	-	RAB2B, member RAS oncogene family	protein-coding
3705	chr14	21978081	21980479	+	0	NA	exon (NM_019852, exon 1 of 11)	exon (NM_019852, exon 1 of 11)	237	NM_019852	56339	Hs.168799	NM_019852	ENSG00000165819	METTL3	IME4|M6A|MT-A70|Spo8	methyltransferase like 3	protein-coding
3706	chr14	23056646	23059220	+	0	NA	exon (NM_001344, exon 1 of 3)	exon (NM_001344, exon 1 of 3)	210	NM_001344	1603	Hs.82890	NM_001344	ENSG00000129562	DAD1	OST2	defender against cell death 1	protein-coding
3707	chr14	23066714	23068341	+	0	NA	intron (NM_022060, intron 1 of 6)	CpG	380	NM_022060	63874	Hs.445665	NM_022060	ENSG00000100439	ABHD4	ABH4	abhydrolase domain containing 4	protein-coding
3708	chr14	23181695	23183155	+	0	NA	Intergenic	AluY|SINE|Alu	-53306	NM_005015	5018	Hs.151134	NM_005015	ENSG00000155463	OXA1L	OXA1	oxidase (cytochrome c) assembly 1-like	protein-coding
3709	chr14	23234788	23237276	+	0	NA	intron (NM_005015, intron 1 of 9)	CpG	301	NM_005015	5018	Hs.151134	NM_005015	ENSG00000155463	OXA1L	OXA1	oxidase (cytochrome c) assembly 1-like	protein-coding
3710	chr14	23298554	23300191	+	0	NA	intron (NM_181304, intron 1 of 4)	intron (NM_181304, intron 1 of 4)	280	NM_181305	122704	Hs.355935	NM_178336	ENSG00000172590	MRPL52	-	mitochondrial ribosomal protein L52	protein-coding
3711	chr14	23305629	23307408	+	0	NA	intron (NM_004995, intron 1 of 9)	CpG	776	NM_004995	4323	Hs.2399	NM_004995	ENSG00000157227	MMP14	MMP-14|MMP-X1|MT-MMP|MT-MMP 1|MT1-MMP|MT1MMP|MTMMP1|WNCHRS	matrix metallopeptidase 14 (membrane-inserted)	protein-coding
3712	chr14	23339617	23342663	+	0	NA	5' UTR (NM_014045, exon 1 of 7)	5' UTR (NM_014045, exon 1 of 7)	180	NM_014045	26020	Hs.525232	NM_014045	ENSG00000197324	LRP10	LRP9|MST087|MSTP087	LDL receptor related protein 10	protein-coding
3713	chr14	23355152	23357607	+	0	NA	3' UTR (NM_173527, exon 5 of 5)	3' UTR (NM_173527, exon 5 of 5)	3947	NM_173527	161253	Hs.444911	NM_173527	ENSG00000139890	REM2	-	RAS (RAD and GEM)-like GTP binding 2	protein-coding
3714	chr14	23386938	23389074	+	0	NA	promoter-TSS (NR_120599)	promoter-TSS (NR_120599)	390	NM_001308044	55147	Hs.4997	NM_018107	ENSG00000100461	RBM23	CAPERbeta|PP239|RNPC4	RNA binding motif protein 23	protein-coding
3715	chr14	23396780	23400617	+	0	NA	promoter-TSS (NM_001282953)	promoter-TSS (NM_001282953)	96	NM_001282956	10419	Hs.367854	NM_006109	ENSG00000100462	PRMT5	HRMT1L5|IBP72|JBP1|SKB1|SKB1Hs	protein arginine methyltransferase 5	protein-coding
3716	chr14	23425158	23426797	+	0	NA	TTS (NR_039856)	TTS (NR_039856)	261	NR_039856	100616424		NR_039856	ENSG00000265037	MIR4707	mir-4707	microRNA 4707	ncRNA
3717	chr14	23449248	23452640	+	0	NA	exon (NM_032876, exon 1 of 8)	exon (NM_032876, exon 1 of 8)	907	NM_001289097	84962	Hs.655832	NM_032876	ENSG00000129474	AJUBA	JUB	ajuba LIM protein	protein-coding
3718	chr14	23475304	23476748	+	0	NA	intron (NM_001130706, intron 1 of 7)	CpG	3384	NM_021944	60686	Hs.255874	NM_021944	ENSG00000100802	C14orf93	-	chromosome 14 open reading frame 93	protein-coding
3719	chr14	23478762	23479869	+	0	NA	promoter-TSS (NM_001130708)	promoter-TSS (NM_001130708)	95	NM_021944	60686	Hs.255874	NM_021944	ENSG00000100802	C14orf93	-	chromosome 14 open reading frame 93	protein-coding
3720	chr14	23502831	23504822	+	0	NA	intron (NM_001130725, intron 1 of 2)	intron (NM_001130725, intron 1 of 2)	528	NM_001144932	5693	Hs.422990	NM_002797	ENSG00000100804	PSMB5	LMPX|MB1|X	proteasome subunit beta 5	protein-coding
3721	chr14	23525538	23527697	+	0	NA	5' UTR (NM_022478, exon 1 of 14)	5' UTR (NM_022478, exon 1 of 14)	130	NM_144985	64403	Hs.155912	NM_022478	ENSG00000139880	CDH24	CDH11L	cadherin 24, type 2	protein-coding
3722	chr14	23539492	23541274	+	0	NA	5' UTR (NM_001164817, exon 2 of 13)	5' UTR (NM_001164817, exon 2 of 13)	396	NM_001164816	22985	Hs.124490	NM_014977	ENSG00000100813	ACIN1	ACINUS|ACN|fSAP152	apoptotic chromatin condensation inducer 1	protein-coding
3723	chr14	23563065	23566090	+	0	NA	promoter-TSS (NM_017924)	promoter-TSS (NM_017924)	-106	NM_017924	55017	Hs.525238	NM_017924	ENSG00000179933	C14orf119	-	chromosome 14 open reading frame 119	protein-coding
3724	chr14	23651442	23653240	+	0	NA	5' UTR (NM_012244, exon 1 of 11)	5' UTR (NM_012244, exon 1 of 11)	528	NM_012244	23428	Hs.596643	NM_012244	ENSG00000092068	SLC7A8	LAT2|LPI-PC1	solute carrier family 7 (amino acid transporter light chain, L system), member 8	protein-coding
3725	chr14	23754007	23756315	+	0	NA	exon (NM_020834, exon 1 of 2)	exon (NM_020834, exon 1 of 2)	148	NM_020834	57594	Hs.632332	NM_020834		HOMEZ	KIAA1443	homeobox and leucine zipper encoding	protein-coding
3726	chr14	23769594	23772590	+	0	NA	intron (NM_001276318, intron 1 of 4)	CpG	965	NM_001276318	90673	Hs.601513	NM_001276318	ENSG00000235194	PPP1R3E	-	protein phosphatase 1, regulatory subunit 3E	protein-coding
3727	chr14	23775282	23777336	+	0	NA	intron (NM_001199839, intron 1 of 3)	intron (NM_001199839, intron 1 of 3)	240	NM_001199839	599	Hs.410026	NM_004050	ENSG00000129473	BCL2L2	BCL-W|BCL2-L-2|BCLW|PPP1R51	BCL2-like 2	protein-coding
3728	chr14	23789600	23792598	+	0	NA	intron (NM_004643, intron 1 of 6)	G-rich|Low_complexity|Low_complexity	1702	NM_004643	8106	Hs.707712	NM_004643		PABPN1	OPMD|PAB2|PABII|PABP-2|PABP2	poly(A) binding protein, nuclear 1	protein-coding
3729	chr14	23821277	23822596	+	0	NA	promoter-TSS (NM_020372)	promoter-TSS (NM_020372)	185	NR_110290	51310	Hs.373498	NM_016609	ENSG00000092096	SLC22A17	24p3R|BOCT|BOIT|NGALR|NGALR2|NGALR3|hBOIT	solute carrier family 22, member 17	protein-coding
3730	chr14	23938136	23940063	+	0	NA	intron (NM_001042635, intron 1 of 10)	intron (NM_001042635, intron 1 of 10)	201	NM_001042635	25983	Hs.9043	NM_015514	ENSG00000129460	NGDN	C14orf120|CANu1|LCP5|NGD|lpd-2	neuroguidin, EIF4E binding protein	protein-coding
3731	chr14	24019937	24021354	+	0	NA	5' UTR (NM_033400, exon 1 of 10)	5' UTR (NM_033400, exon 1 of 10)	213	NM_033400	85446	Hs.508937	NM_033400	ENSG00000136367	ZFHX2	ZFH-5|ZNF409	zinc finger homeobox 2	protein-coding
3732	chr14	24024493	24026591	+	0	NA	non-coding (NR_023314, exon 1 of 2)	non-coding (NR_023314, exon 1 of 2)	351	NR_023314	79178	Hs.655179	NM_024328	ENSG00000259431	THTPA	THTP|THTPASE	thiamine triphosphatase	protein-coding
3733	chr14	24035540	24037984	+	0	NA	promoter-TSS (NM_001282475)	promoter-TSS (NM_001282475)	-29	NM_001282475	8906	Hs.343244	NM_003917	ENSG00000213983	AP1G2	G2AD	adaptor-related protein complex 1, gamma 2 subunit	protein-coding
3734	chr14	24421818	24424098	+	0	NA	promoter-TSS (NM_021004)	promoter-TSS (NM_021004)	14	NM_001282991	10901	Hs.528385	NM_021004	ENSG00000157326	DHRS4	CR|NRDR|PHCR|PSCD|SCAD-SRL|SDR-SRL|SDR25C1|SDR25C2	dehydrogenase/reductase (SDR family) member 4	protein-coding
3735	chr14	24457501	24459005	+	0	NA	exon (NM_198083, exon 1 of 8)	exon (NM_198083, exon 1 of 8)	226	NM_198083	317749	Hs.743442	NM_198083	ENSG00000187630	DHRS4L2	SDR25C3	dehydrogenase/reductase (SDR family) member 4 like 2	protein-coding
3736	chr14	24505025	24506431	+	0	NA	non-coding (NR_102694, exon 1 of 4)	non-coding (NR_102694, exon 1 of 4)	107	NR_102694	728635	Hs.647569	NM_001082488		DHRS4L1	SDR25C4	dehydrogenase/reductase (SDR family) member 4 like 1	protein-coding
3737	chr14	24520759	24521967	+	0	NA	TTS (NR_102694)	TTS (NR_102694)	157	NM_138360	90668	Hs.26135	NM_138360	ENSG00000186648	LRRC16B	C14orf121|CARMIL3|crml-1	leucine rich repeat containing 16B	protein-coding
3738	chr14	24550044	24551200	+	0	NA	exon (NM_006177, exon 3 of 3)	exon (NM_006177, exon 3 of 3)	3210	NM_006177	4901	Hs.652297	NM_006177	ENSG00000129535	NRL	D14S46E|NRL-MAF|RP27	neural retina leucine zipper	protein-coding
3739	chr14	24562956	24565043	+	0	NA	5' UTR (NM_001291556, exon 2 of 10)	5' UTR (NM_001291556, exon 2 of 10)	509	NM_001308054	5106	Hs.75812	NM_004563	ENSG00000100889	PCK2	PEPCK|PEPCK-M|PEPCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	protein-coding
3740	chr14	24582489	24585653	+	0	NA	promoter-TSS (NR_028100)	promoter-TSS (NR_028100)	85	NM_025230	80344	Hs.525251	NM_025230	ENSG00000100897	DCAF11	GL014|PRO2389|WDR23	DDB1 and CUL4 associated factor 11	protein-coding
3741	chr14	24604591	24606869	+	0	NA	intron (NM_001281528, intron 1 of 10)	CpG	363	NM_001281529	5720	Hs.75348	NM_006263	ENSG00000092010	PSME1	HEL-S-129m|IFI5111|PA28A|PA28alpha|REGalpha	proteasome activator subunit 1	protein-coding
3742	chr14	24608951	24611767	+	0	NA	exon (NM_016049, exon 2 of 6)	exon (NM_016049, exon 2 of 6)	438	NM_016049	51016	Hs.271614	NM_016049	ENSG00000100908	EMC9	C14orf122|CGI-112|FAM158A	ER membrane protein complex subunit 9	protein-coding
3743	chr14	24614713	24617984	+	0	NA	promoter-TSS (NM_002818)	promoter-TSS (NM_002818)	264	NM_001310332	55072	Hs.375217	NM_017999	ENSG00000092098	RNF31	HOIP|ZIBRA	ring finger protein 31	protein-coding
3744	chr14	24630378	24631460	+	0	NA	intron (NM_006084, intron 1 of 8)	intron (NM_006084, intron 1 of 8)	497	NM_006084	10379	Hs.1706	NM_006084	ENSG00000213928	IRF9	IRF-9|ISGF3|ISGF3G|p48	interferon regulatory factor 9	protein-coding
3745	chr14	24656805	24658711	+	0	NA	TTS (NM_006405)	TTS (NM_006405)	366	NM_024658	79711	Hs.411865	NM_024658	ENSG00000196497	IPO4	Imp4	importin 4	protein-coding
3746	chr14	24663943	24666201	+	0	NA	promoter-TSS (NM_001014842)	promoter-TSS (NM_001014842)	-130	NM_001014842	10548	Hs.91586	NM_006405	ENSG00000100926	TM9SF1	HMP70|MP70	transmembrane 9 superfamily member 1	protein-coding
3747	chr14	24681409	24683338	+	0	NA	TTS (NM_001199823)	TTS (NM_001199823)	663	NM_014169	29082	Hs.279761	NM_014169	ENSG00000254505	CHMP4A	C14orf123|CHMP4|CHMP4B|HSPC134|SHAX2|SNF7|SNF7-1|VPS32-1|VPS32A	charged multivesicular body protein 4A	protein-coding
3748	chr14	24683856	24685669	+	0	NA	exon (NM_001199823, exon 4 of 7)	exon (NM_001199823, exon 4 of 7)	514	NM_001199821	145553	Hs.220963	NM_138476	ENSG00000213920	MDP1	FN6PASE|MDP-1	magnesium-dependent phosphatase 1	protein-coding
3749	chr14	24700076	24702914	+	0	NA	promoter-TSS (NM_006156)	promoter-TSS (NM_006156)	81	NM_006156	4738	Hs.531064	NM_006156	ENSG00000129559	NEDD8	NEDD-8	neural precursor cell expressed, developmentally down-regulated 8	protein-coding
3750	chr14	24710698	24712992	+	0	NA	promoter-TSS (NM_001099274)	promoter-TSS (NM_001099274)	35	NM_001099274	26277	Hs.496191	NM_012461	ENSG00000092330	TINF2	DKCA3|TIN2	TERF1 (TRF1)-interacting nuclear factor 2	protein-coding
3751	chr14	24739778	24741385	+	0	NA	5' UTR (NM_004581, exon 1 of 16)	5' UTR (NM_004581, exon 1 of 16)	252	NM_182836	5875	Hs.377992	NM_004581	ENSG00000100949	RABGGTA	PTAR3	Rab geranylgeranyltransferase, alpha subunit	protein-coding
3752	chr14	24767779	24770298	+	0	NA	promoter-TSS (NM_001286367)	promoter-TSS (NM_001286367)	1	NM_001136050	115817	Hs.348350	NM_138452	ENSG00000157379	DHRS1	SDR19C1	dehydrogenase/reductase (SDR family) member 1	protein-coding
3753	chr14	24834545	24837676	+	0	NA	promoter-TSS (NM_001136022)	promoter-TSS (NM_001136022)	-7	NM_001198967	4776	Hs.77810	NM_004554	ENSG00000100968	NFATC4	NF-AT3|NF-ATC4|NFAT3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	protein-coding
3754	chr14	24898380	24901043	+	0	NA	promoter-TSS (NM_001039771)	promoter-TSS (NM_001039771)	570	NM_001290257	23351	Hs.713590	NM_015299	ENSG00000100441	KHNYN	KIAA0323	KH and NYN domain containing	protein-coding
3755	chr14	24910644	24913602	+	0	NA	promoter-TSS (NM_001290292)	promoter-TSS (NM_001290292)	-12	NM_001290292	56948	Hs.643552	NM_020195	ENSG00000100445	SDR39U1	C14orf124|HCDI	short chain dehydrogenase/reductase family 39U, member 1	protein-coding
3756	chr14	30832497	30833036	+	0	NA	Intergenic	L1PA2|LINE|L1	-195563	NM_001308097	55632	Hs.509008	NM_017769	ENSG00000092140	G2E3	KIAA1333|PHF7B	G2/M-phase specific E3 ubiquitin protein ligase	protein-coding
